,Institution_Name
36658,Southeast Community College - Lincoln (Energy Square Site)
36659,The Studio Academy of Beauty
36660,The Studio Academy of Beauty
36661,The Studio Academy of Beauty
36662,National College - Indianapolis
36663,National College - Indianapolis
36664,National College - Indianapolis
36665,National College - Indianapolis
36666,National College - Indianapolis
36667,National College - Indianapolis
36668,National College - Indianapolis
36669,National College - Indianapolis
36670,National College - Indianapolis
36671,Paul Mitchell The School Sacramento
36672,Tricoci University of Beauty Culture
36673,Tricoci University of Beauty Culture
36674,"Renaissance Academy, LLC DBA Renaissance Academie Cosmetology and Esthetics"
36675,"Genesis Beauty and Barber School, Inc."
36676,Bethel College
36677,Bethel College
36678,Carolina College of Biblical Studies
36679,Carolina College of Biblical Studies
36680,Spiritual Life Bible College
36681,Washington University of Virginia
36682,Washington University of Virginia
36683,Washington University of Virginia
36684,1 MDSS/SGSLM/Langley AFB Advanced Education in General Dentistry 12 Months
36685,10th Medical Group/SGFL/USAF Academy Advanced Education in General Dentistry 12 Months
36686,11th Medical Group/Bolling AFB-Dental Squadron Advanced Education in General Dentistry 12 Months
36687,1st Dental Battalion/Camp Pendleton-Dental Center Advanced Education in General Dentistry 12 Months
36688,2nd Dental Battalion Naval Dental Clinic/Le Jeune Advanced Education in General Dentistry 12 Months
36689,2nd Medical Group/Barksdale AFB - Dental Squadron Advanced Education in General Dentistry 12 Months
36690,375th Medical Group/SGDDT/Scott AFB Advanced Education in General Dentistry 12 Months
36691,55th Dental Squadron/SGD/Offutt AFB Advanced Education in General Dentistry 12 Months
36692,60th Medical Group/Travis AFB
36693,60th Medical Group/Travis AFB
36694,81st Medical Group/DS/SGDDT/Keesler AFB
36695,82nd Medical Group/Sheppard AFB-Dental Squadron Advanced Education in General Dentistry 12 Months
36696,96th Medical Group/SGD/Eglin AFB Advanced Education in General Dentistry 12 Months
36697,Bronx Lebanon Hospital Center
36698,Brooklyn Hospital Center
36699,Cedars Sinai Medical Center
36700,Cedars Sinai Medical Center
36701,Centers for Disease Control National Center Prevention Service
36702,Children's Hospital of Pittsburgh
36703,Children's Hospital of Wisconsin
36704,Cook County Hospital
36705,Detroit Receiving Hospital
36706,Erie County Medical Center - Dental Department General Practice Residency 12 Months
36707,Flushing Hospital Medical Center - Department of Dentistry General Practice Residency 12 Months
36708,Forum Health/Western Reserve Care System Dental General Practice Residency 12 Months
36709,Hackensack University Medical Center-Department of Dentistry
36710,Hastings Indian Hospital Dental Service General Practice Residency 12 Months
36711,Indian Health Service
36712,Jamaica Hospital Dental General Practice Residency 12 Months
36713,Jersey City Medical Center Dental General Practice Residency 12 Months
36714,John F. Kennedy Medical Center Dental General Practice Residency 12 Months
36715,Kingsbrook Jewish Medical Center Dental General Practice Residency 12 Months
36716,Legacy Emanuel Hospital and Health Center
36717,Lutheran Medical Center Department of Dental Service
36718,Lutheran Medical Center Department of Dental Service
36719,Lutheran Medical Center Department of Dental Service
36720,Lutheran Medical Center Department of Dental Service
36721,Maxillofacial and Facial Aesthetic Surgery
36722,Median School of Allied Health Careers
36723,Monmouth Medical Center Dental General Practice Residency 12 Months
36724,Morristown Memorial Hospital Dental General Practice Residency 12 Months
36725,Naval Dental Center/Gulf Coast Advanced Education in General Dentistry 12 Months
36726,Naval Dental Center/Hospital - Great Lakes Advanced Education in General Dentistry 12 Months
36727,Naval Dental Clinic Mid-Atlantic Advanced Education in General Dentistry 12 Months
36728,Naval Hospital/Camp Pendleton-Dental Department
36729,"Nellis  AFB, 99th Medical Group Advanced Education in General Dentistry 12 Months"
36730,New York Medical College-Southern Consortium
36731,New York State Department of Health
36732,Newark Beth Israel Medical Center
36733,North Carolina Division of Dental Health
36734,Nova Southeastern at Dade County Research Clinic Advanced Education in General Dentistry 12 Months
36735,Oral and Facial Surgical Center
36736,Peninsula Hospital Center Dental General Practice Residency 12 Months
36737,Queens Hospital Center Dental General Practice Residency 12 Months
36738,Queen's Medical Center - Dentistry Department General Practice Residency 12 Months
36739,Rancho Los Amigos Medical Center Dental General Practice Residency 12 Months
36740,Roswell Park Cancer Institute
36741,Rush-Presbyterian-St. Luke's Medical Center Dental General Practice Residency 12 Months
36742,Sacred Heart Hospital Dental General Practice Residency 12 Months
36743,Southcentral Foundation - Alaska Native Medical Dental General Practice Residency 24 Months
36744,St. Anthony Hospital
36745,St. Charles Hospital and Rehabilitation Center Dental General Practice Residency 12 Months
36746,St. Clare's Hospital Dental General Practice Residency 12 Months
36747,St. Francis Hospital Dental General Practice Residency 12 Months
36748,St. Joseph's Regional Medical Center-Dental Department
36749,St. Mary's Hospital Dental Health Center General Practice Residency 12 Months
36750,St. Peter's Hospital Dental General Practice Residency 12 Months
36751,Staten Island University Hospital
36752,The University Hospital - Health Alliance Dental Center Advanced Education in General Dentistry 12 Months
36753,The Utah College of Dental Hygiene
36754,U. S. Army HQ Dental Activity - Ft. Sill Advanced Education in General Dentistry 12 Months
36755,U.S. Army Dental Clinic Command/Fort Meade Advanced Education in General Dentistry 12 Months
36756,UCLA Dental Center at Venice Advanced Education in General Dentistry 12 Months
36757,University Medical Center
36758,US Army Dental Activity/Fort Benning Advanced Education in General Dentistry 12 Months
36759,US Army Dental Activity/Fort Carson Advanced Education in General Dentistry 12 Months
36760,Dwight D. Eisenhower Army Medical Center
36761,Dwight D. Eisenhower Army Medical Center
36762,Dwight D. Eisenhower Army Medical Center
36763,Dwight D. Eisenhower Army Medical Center
36764,Dwight D. Eisenhower Army Medical Center
36765,US Army Dental Activity/Fort Hood Advanced Education in General Dentistry 24 Months
36766,US Army Dental Activity/Fort Jackson Advanced Education in General Dentistry 12 Months
36767,US Army/Fort Campbell - Dental Activity Advanced Education in General Dentistry 12 Months
36768,VA Fayetteville Dental Service Advanced Education in General Dentistry 12 Months
36769,Veterans Affairs Medical Center/Oklahoma City Dental General Practice Residency 12 Months
36770,Ralph H. Johnson VA Medical Center
36771,Ralph H. Johnson VA Medical Center
36772,Richard L. Roudebush VAMC
36773,Richard L. Roudebush VAMC
36774,Richard L. Roudebush VAMC
36775,Richard L. Roudebush VAMC
36776,Veterans Affairs Medical Center - Martinsburg Advanced Education in General Dentistry 12 Months
36777,Veterans Affairs Northern California Healthcare System Dental General Practice Residency 12 Months
36778,Virtua West Jersey Health System Dental General Practice Residency 12 Months
36779,Willow Bend Cosmetic Surgery Center
36780,Woodhull Medical and Mental Health Center
36781,Woodhull Medical and Mental Health Center
36782,Woodhull Medical and Mental Health Center
36783,Woodhull Medical and Mental Health Center
36784,Wyckoff Heights Medical Center Dental General Practice Residency 12 Months
36785,Yakima Valley Farm Workers Clinic - Northwest Dental Residency Advanced Education in General Dentistry 12 Months
36786,Providence Christian College
36787,Providence Christian College
36788,Academy for Jewish Religion
36789,Academy for Jewish Religion
36790,Wright-Patterson USAF Medical Center
36791,Wright-Patterson USAF Medical Center
36792,Urshan Graduate School of Theology
36793,Urshan Graduate School of Theology
36794,Inter-American Adventist Theological Seminary
36795,Inter-American Adventist Theological Seminary
36796,Berkshire Medical Center Dental General Practice Residency 12 Months
36797,Fletcher Allen Health Care Dental General Practice Residency 12 Months
36798,Lehigh Valley Hospital - Allentown Dental General Practice Residency 12 Months
36799,Wilford Hall Medical Center - 59th Dental Squadron
36800,Wilford Hall Medical Center - 59th Dental Squadron
36801,Wilford Hall Medical Center - 59th Dental Squadron
36802,Wilford Hall Medical Center - 59th Dental Squadron
36803,Wilford Hall Medical Center - 59th Dental Squadron
36804,Wilford Hall Medical Center - 59th Dental Squadron
36805,Rhode Island Hospital Division of Dentistry General Practice Residency 12 Months
36806,St. Luke's Roosevelt Hospital Center
36807,St. Luke's Roosevelt Hospital Center
36808,St. Luke's Roosevelt Hospital Center
36809,Stanford Hospital and Clinics
36810,Via Health Rochester General Hospital Dental General Practice Residency 12 Months
36811,Jesse Brown VA Medical Center
36812,Jesse Brown VA Medical Center
36813,Faxton-St Luke's Health Care Dental General Practice Residency 12 Months
36814,Palmetto Richland Memorial Hospital Dental Department General Practice Residency 12 Months
36815,St. Vincents Catholic Medical Center
36816,Veterans Affairs Medical Center - Manchester Dental General Practice Residency 12 Months
36817,Veterans Affairs Medical Center - Maryland Dental General Practice Residency 12 Months
36818,St. John/Detroit-Macomb Hospital Corporation
36819,Medical Center of Louisiana Dental General Practice Residency 24 Months
36820,Veterans Affairs Medical Center - Wilkes-Barre Dental General Practice Residency 12 Months
36821,Veterans Affairs Medical Center/Birmingham Advanced Education in General Dentistry 12 Months
36822,Vermont Technical Allied Health Department
36823,St. Barnabas Hospital
36824,St. Barnabas Hospital
36825,St. Barnabas Hospital
36826,Abington Memorial Hospital Dental General Practice Residency 12 Months
36827,St. Barnabas Hospital Dental Department General Practice Residency 12 Months
36828,Truman Medical Center - Lakewood Dental General Practice Residency 12 Months
36829,Lehigh Valley Hospital - Muhlenberg Dental Practice Residency 12 Months
36830,New York Medical Center of Queens
36831,New York Medical Center of Queens
36832,Martin Luther King Jr. / Drew Medical Center
36833,"Health Career Institute - Lake Worth, Florida"
36834,Hennepin County Medical Center Dental General Practice Residency 12 Months
36835,Hennepin County Medical Center Dental General Practice Residency 12 Months
36836,Long Island Jewish Medical Center
36837,Long Island Jewish Medical Center
36838,Long Island Jewish Medical Center
36839,Long Island Jewish Medical Center
36840,Long Island Jewish Medical Center
36841,Long Island Jewish Medical Center
36842,Long Island Jewish Medical Center
36843,Long Island Jewish Medical Center
36844,"Homestead Schools, Inc."
36845,Rasmussen College
36846,Rasmussen College
36847,Rasmussen College
36848,Rasmussen College
36849,Rasmussen College
36850,Rasmussen College
36851,Rasmussen College
36852,Rasmussen College
36853,Rasmussen College
36854,Rasmussen College
36855,Rasmussen College
36856,Rasmussen College
36857,Rasmussen College
36858,Rasmussen College
36859,Rasmussen College
36860,Rasmussen College
36861,Rasmussen College
36862,Rasmussen College
36863,Rasmussen College
36864,Rasmussen College
36865,Rasmussen College
36866,Rasmussen College
36867,Rasmussen College
36868,Rasmussen College
36869,Rasmussen College
36870,Rasmussen College
36871,Rasmussen College
36872,Rasmussen College
36873,Rasmussen College
36874,Rasmussen College
36875,Rasmussen College
36876,Rasmussen College
36877,Rasmussen College
36878,Rasmussen College
36879,Rasmussen College
36880,Rasmussen College
36881,Rasmussen College
36882,Rasmussen College
36883,Rasmussen College
36884,Rasmussen College
36885,Rasmussen College
36886,Rasmussen College
36887,Rasmussen College
36888,Rasmussen College
36889,Rasmussen College
36890,Rasmussen College
36891,Rasmussen College
36892,Rasmussen College
36893,Rasmussen College
36894,Rasmussen College
36895,Rasmussen College
36896,Rasmussen College
36897,Birmingham VAMC Residency in Geriatric Optometry
36898,Duvall's School of Cosmetology
36899,Transformed Barber and Cosmetology Academy
36900,Institute of Medical Careers
36901,Institute of Medical Careers
36902,Allentown Career Institute
36903,American Career College - Ontario
36904,American Career College - Ontario
36905,California Career College
36906,Healing Arts Center
36907,Mount Senario College
36908,Advocate Kutsch College of Nursing
36909,Marycrest International University
36910,Academy of Aesthetic Arts
36911,Academy of Aesthetic Arts
36912,TCM International Institute
36913,Access Careers
36914,Access Careers
36915,Access Careers - Hempstead
36916,Access Careers - Hempstead
36917,Advanced Computing Institute
36918,Aiken School of Cosmetology
36919,Aiken School of Cosmetology
36920,Alabama Aviation College
36921,Anderson Medical Career College
36922,Anderson Medical Career College
36923,Anderson Medical Career College
36924,California Technical Education College
36925,California Technical Education College
36926,Coastal College
36927,Coastal College
36928,Coastal College
36929,Coastal College
36930,Cosmetic Arts Institute
36931,Cosmetic Arts Institute
36932,Cosmetic Arts Institute
36933,D.A. Dorsey Educational Center
36934,D.A. Dorsey Educational Center
36935,D.A. Dorsey Educational Center
36936,Diamonds Cosmetology College
36937,Diamonds Cosmetology College
36938,Eureka Institute of Health and Beauty
36939,Eureka Institute of Health and Beauty
36940,Flagler Technical Center
36941,Flagler Technical Center
36942,Georgia Beauty Academy
36943,Georgia Beauty Academy
36944,Graduate School USA
36945,Graduate School USA
36946,Graduate School USA
36947,Guthrie Job Corps Center
36948,Immokalee Technical Center
36949,Finishing Trades Institute of the Mid-Atlantic Region
36950,Finishing Trades Institute of the Mid-Atlantic Region
36951,Finishing Trades Institute of the Mid-Atlantic Region
36952,"Joint Intelligence Training Academy Pacific, Joint Intelligence Operations Center"
36953,Brightwood College - Nashville
36954,Brightwood College - Nashville
36955,Brightwood College - Nashville
36956,Brightwood College - Nashville
36957,Brightwood College - Nashville
36958,Brightwood College - Nashville
36959,Brightwood College - Nashville
36960,Brightwood College - Nashville
36961,Love Beauty School
36962,Love Beauty School
36963,Manhattan Institute
36964,Manhattan Institute
36965,Medical Institute of Palm Beach
36966,National Career Institute
36967,National Career Institute
36968,"Naval Expeditionary Warfare Training Group, Pacific"
36969,Progressive Training Centers
36970,Progressive Training Centers
36971,Schwan's University
36972,Southeast Culinary & Hospitality College
36973,Southeast Culinary & Hospitality College
36974,Southeast Texas Career Institute
36975,Taylor College
36976,Taylor College
36977,Taylor College
36978,The Fab School
36979,Tulsa Job Corps Center
36980,"U.S. Army Defense Ammunition Center, Training Directorate"
36981,Malix College of Medical and Computer Technology
36982,New Technology Training Institute
36983,Southeastern School of Cosmetology
36984,Southeastern School of Cosmetology
36985,Oliver Finley Academy of Cosmetology
36986,Aveda Frederic's Institute
36987,Advanced Beauty College
36988,Institute of Advanced Medical Esthetics
36989,Georgia Christian University
36990,Georgia Christian University
36991,Grace Mission University
36992,Grace Mission University
36993,Grace Mission University
36994,Grace Mission University
36995,Lutheran Brethren Seminary
36996,Lutheran Brethren Seminary
36997,University of Fort Lauderdale
36998,University of Fort Lauderdale
36999,Mukogawa Fort Wright Institute
37000,Warm Springs Training Institute
37001,Youth Opportunity Center
37002,Eye Centers of Florida Residency in Ocular Disease
37003,Grand Rapids VA Outpatient Clinic Residency in Ocular Disease
37004,Grand Rapids VA Outpatient Clinic Residency in Ocular Disease
37005,Group Health Cooperative Seattle
37006,Orlando VA Medical Center
37007,Robert J. Dole VAMC Residency in Primary Care/Low Vision Rehabilitation
37008,Robert J. Dole VAMC Residency in Primary Care/Low Vision Rehabilitation
37009,Southern Eye Associates Residency in Ocular Disease
37010,"Rose Training Institute, Inc."
37011,"Image Works Academy of Hair Design, Inc."
37012,Solex Medical Academy
37013,American Institute of Massage
37014,Center Point Massage and Shiatsu Therapy School & Clinic
37015,Rolf Institute
37016,Synergy Healing Arts Center
37017,Southern Massage Institute
37018,English Language Center
37019,English Language Center
37020,"English Language Center, Inc."
37021,Dale Carnegie Training of Central Ohio
37022,Handley and Associates
37023,Inter-American Institute for Social Development
37024,International Mid Pac College
37025,International Mid Pac College
37026,Blue Sky Associates of Western NY Dale Carnegie Training
37027,TechSkills - Memphis
37028,ComputerTraining.com at Indianapolis
37029,A Gathering Place Wellness Education Center
37030,California School of Health Sciences
37031,Healing Oasis Wellness Center
37032,"RWM Fiber Optics, Inc"
37033,English Studies Institute
37034,New Mexico Center for Montessori Education
37035,American InterContinental University
37036,American InterContinental University
37037,American InterContinental University
37038,American InterContinental University
37039,American InterContinental University
37040,American InterContinental University
37041,American InterContinental University
37042,American InterContinental University
37043,American InterContinental University
37044,American InterContinental University
37045,California Miramar University
37046,California Miramar University
37047,John Paolo's Xtreme Beauty Institute
37048,John Paolo's Xtreme Beauty Institute
37049,John Paolo's Xtreme Beauty Institute
37050,Shawnee Mission Medical Center
37051,Banner Desert Medical Center
37052,Northwest Regional Training Center
37053,Richmont Graduate University
37054,Richmont Graduate University
37055,Nizhoni Institute of Midwifery
37056,Nizhoni Institute of Midwifery
37057,Mediatech Institute
37058,Mediatech Institute
37059,Mediatech Institute
37060,Mediatech Institute
37061,4-States Academy of Cosmetology
37062,Academy of Cosmetology
37063,Academy of Esthetics and Cosmetology
37064,Angeles College of Nursing
37065,Angeles College of Nursing
37066,Galaxy Medical College
37067,Saint Gregory the Great Seminary
37068,Saint Gregory the Great Seminary
37069,Georgia Gwinnett College
37070,Georgia Gwinnett College
37071,Georgia Gwinnett College
37072,Louisiana Delta Community College
37073,Louisiana Delta Community College
37074,Louisiana Delta Community College
37075,Bennett and Bloom Eye Centers Residency in Ocular Disease
37076,Appelbaum Eye Care Associates PC Residency in Vision Therapy and Rehabilitative Optometry
37077,Woolfson Eye Institute Residency in Refractive and Ocular Surgery/Ocular Disease
37078,Togus VA Medical Center Residency in Primary Eye Care
37079,Togus VA Medical Center Residency in Primary Eye Care
37080,John D. Dingell VA Medical Center
37081,John D. Dingell VA Medical Center
37082,John D. Dingell VA Medical Center
37083,John D. Dingell VA Medical Center
37084,John D. Dingell VA Medical Center
37085,Children's Mercy Hospitals and Clinics Residency in Pediatric Optometry
37086,The Salon Professional Academy - Inverness
37087,Paul Mitchell The School Huntsville
37088,Shasta School of Cosmetology
37089,Atlanta Beauty & Barber Academy
37090,Marketti Academy of Cosmetology
37091,Avalon School of Cosmetology
37092,Corpus Christi Beauty Academy
37093,BIR Training Center - West Belmont
37094,Carthage Technical Center
37095,Carthage Technical Center
37096,Cass Career Center
37097,Cass Career Center
37098,Midwestern Career College
37099,Midwestern Career College
37100,Midwestern Career College
37101,Maplewood Career Center
37102,Maplewood Career Center
37103,Maplewood Career Center
37104,Nevada Regional Technical Center
37105,Nevada Regional Technical Center
37106,Nevada Regional Technical Center
37107,Northland Career Center
37108,Northland Career Center
37109,Pike County Career Technology Center
37110,Pike County Career Technology Center
37111,Pike County Career Technology Center
37112,Toledo Restaurant Training Center
37113,Toledo Restaurant Training Center
37114,Toledo Restaurant Training Center
37115,Tolles Career and Technical Center
37116,Northwestern Institute of Health and Technology
37117,Ohio Barber Academy
37118,Capitol City Careers
37119,Trinity School for Health and Allied Sciences
37120,Preferred College of Nursing
37121,Pinchot University
37122,Pinchot University
37123,Brookline College - Phoenix
37124,Brookline College - Phoenix
37125,Brookline College - Phoenix
37126,Brookline College - Phoenix
37127,Brookline College - Phoenix
37128,Brookline College - Phoenix
37129,Brookline College - Phoenix
37130,Brookline College - Phoenix
37131,Brookline College - Phoenix
37132,Brookline College - Phoenix
37133,Jose Maria Vargas University
37134,"Career Development Institute, Inc."
37135,New Life Business Institute
37136,Holistic Massage Training Institute
37137,Lexington Healing Arts Academy
37138,Massage Institute of Maryland
37139,American Christian College & Seminary
37140,American Christian College & Seminary
37141,Meridian Institute
37142,Milwaukee Career College
37143,National Career College
37144,Pima Medical Institute - Albuquerque
37145,Pima Medical Institute - Albuquerque
37146,Pima Medical Institute - Albuquerque
37147,Valley College of Medical Careers - West Hills
37148,Valley College of Medical Careers - West Hills
37149,Smokey Mountain Trucking Institute
37150,Smokey Mountain Trucking Institute
37151,Southeastern College
37152,Southeastern College
37153,Southeastern College
37154,Milwaukee Ballet School
37155,Theatre of Arts
37156,The Collective
37157,Southeastern College
37158,Southeastern College
37159,Southeastern College
37160,Penobscot Community Health Center - Dental Service General Practice Residency 12 Months
37161,Summa Health System - Division of Dentistry General Practice Residency 12 Months
37162,"3rd Dental Squadron, Elmendorf AFB Advanced Education in General Dentistry 12 Months"
37163,Community Health and Advocacy Training (CHAT-PD) - Venice
37164,"Veterans Affairs Medical Center, Providence - RI Advanced Education in General Dentistry 12 Months"
37165,Mountain Area Health Education Center - Dental Health Center General Practice Residency 12 Months
37166,Miami Children's Hospital
37167,Miami Children's Hospital
37168,Community Music Center of Boston
37169,Golden State College of Court Reporting and Captioning
37170,United Medical Institute
37171,International College of Cosmetology II
37172,L.A. Barber College
37173,San Francisco Institute of Esthetics and Cosmetology
37174,Paul Mitchell The School - Modesto
37175,Summit Salon & Beauty School
37176,"Tonsorial Academy of Cosmetology & Barber Styling, LLC"
37177,Paul Mitchell The School Rexburg
37178,Eric Fisher Academy
37179,"DiGrigoli School of Cosmetology, Inc."
37180,Regal Beauty School
37181,Laird Institute of Spa Therapy
37182,Toni & Guy Hairdressing Academy - Albuquerque
37183,The Salon Professional Academy - Tonawanda
37184,Avenue Five Institute
37185,"Acaydia Spa and School of Aesthetics, LLC"
37186,Mandalyn Academy
37187,Coachella Valley Adult School
37188,Fontana Adult School
37189,Hanford Adult School
37190,Institute of Medical Education
37191,International Polytechnic Institute
37192,International Polytechnic Institute
37193,International Polytechnic Institute
37194,Lemoore Adult School
37195,Monterey Adult School
37196,New Haven Adult School
37197,Newport-Mesa Unified School District Adult Education Program
37198,Sanger Adult School
37199,The Montessori World Educational Institute
37200,Vallejo Adult School
37201,Yucaipa Adult School
37202,International Theological Seminary
37203,Berkeley Divinity School
37204,Interactive Learning Systems
37205,Interactive Learning Systems
37206,Interactive Learning Systems
37207,Interactive Learning Systems
37208,South Texas Training Center
37209,South Texas Training Center
37210,South Texas Training Center
37211,Portland Actors Conservatory
37212,Portland Actors Conservatory
37213,Avalon School of Cosmetology
37214,The Salon Professional Academy - Appleton
37215,Aveda Institute Birmingham
37216,The Diller-Quaile School of Music
37217,Jenny Lea Academy of Cosmetology
37218,Top Nails & Hair Beauty School
37219,Cosmo Beauty Academy
37220,Paul Mitchell The School Fresno
37221,Summit Salon Academy - Gainesville
37222,The Salon Professional Academy - The Villages
37223,Masters Educators of Beauty
37224,Paul Mitchell The School Normal
37225,"Bitterroot School of Cosmetology, L.L.C."
37226,Montana Academy of Salons
37227,Aveda Institute Chapel Hill
37228,Aveda Institute of Columbus
37229,Aveda Institute of Columbus
37230,Barone Beauty Academy
37231,Barone Beauty Academy
37232,Douglas J Aveda Institute Chicago
37233,Darnell Institute of Cosmetology
37234,Paul Mitchell The School Cleveland
37235,Morristown Memorial Hospital School of Cardiovascular Technology
37236,Trinity Mother Frances Health System
37237,Aurora Health Care Southern Lakes CPE
37238,Sentara Hospitals
37239,Bethany Village Retirement Center
37240,Carondelet Health
37241,Carondelet Health
37242,Catholic Health Services of Long Island
37243,Barnes-Jewish St. Peters Hospital
37244,Adventist Healthcare
37245,Dominion College
37246,Dominion College
37247,Lexington Baptist College
37248,Lexington Baptist College
37249,"Z Hair Academy, Inc."
37250,"Z Hair Academy, Inc."
37251,Tricoci University of Beauty Culture
37252,Central Mass School of Message & Therapy
37253,Heisei International Institute of Massage
37254,Academy of Massage & Bodywork
37255,Institute of Production and Recording
37256,Instituto Educativo Premier
37257,Vanderbilt University Medical Center
37258,National Beauty College
37259,National Beauty College
37260,The European Academy of Cosmetology & Hairdressing
37261,Cannon Institute of Higher Learning
37262,John Fish Jewelry School
37263,Denver School of Nursing
37264,Denver School of Nursing
37265,Denver School of Nursing
37266,Denver School of Nursing
37267,Advance Welding Institute
37268,Keweenaw Bay Ojibwa Community College
37269,Keweenaw Bay Ojibwa Community College
37270,Aviation Institute of Maintenance - Houston
37271,"The Academy of Barbering Arts, Inc."
37272,"The Academy of Barbering Arts, Inc."
37273,University of Utah Health Sciences Center
37274,University of Tennessee Medical Center at Knoxville
37275,University of Tennessee Medical Center at Knoxville
37276,University of Iowa Hospital and Clinics
37277,University of Iowa Hospital and Clinics
37278,Mimi's Beauty Academy of Cosmetology LLC
37279,Paul Mitchell the School - Memphis
37280,Central Maine Medical Center
37281,Central Maine Medical Center
37282,Vogue Beauty Academy - Crescent City
37283,Compass Film Academy
37284,The Salon Professional Academy - Tampa
37285,Global Institute
37286,The Salon Professional Academy - North Fort Myers
37287,The Salon Professional Academy - Anderson
37288,Advance Beauty College Hannibal
37289,Skin Institute
37290,Aveda Institute Las Vegas
37291,Summit Salon Academy
37292,The Salon Professional Academy - Lewisville
37293,Paul Mitchell The School Milwaukee
37294,"International Cosmetology Academy, LLC"
37295,International Academy of Style
37296,Center for Massage & Natural Health
37297,Academy of Somatic Healing Arts (ASHA)
37298,Sanford Bismarck Medical Center
37299,Future Generations Graduate School
37300,Future Generations Graduate School
37301,New Mexico State University at Alamogordo
37302,New Mexico State University at Alamogordo
37303,New Mexico State University at Alamogordo
37304,New Mexico State University - Carlsbad
37305,New Mexico State University - Carlsbad
37306,New Mexico State University - Carlsbad
37307,New Mexico State University - Dona Ana Community College
37308,New Mexico State University - Dona Ana Community College
37309,New Mexico State University - Dona Ana Community College
37310,New Mexico State University - Dona Ana Community College
37311,New Mexico State University - Dona Ana Community College
37312,New Mexico State University - Dona Ana Community College
37313,New Mexico State University - Dona Ana Community College
37314,New Mexico State University - Dona Ana Community College
37315,New Mexico State University - Dona Ana Community College
37316,New Mexico State University - Dona Ana Community College
37317,Radians College
37318,Radians College
37319,Diamond's Barber College
37320,Columbia School of English
37321,St. Vincent Charity Hospital/St.Luke's Medical Center Dental General Practice Residency 12 Months
37322,St. Joseph's Hospital Health Center Dental General Practice Residency 12 Months
37323,Lancaster Cleft Palate Clinic - Cleft Palate Program Advanced Education in General Dentistry 12 Months
37324,Mercy Medical Center - Dental Service General Practice Residency 12 Months
37325,Siouxland College of Massage Therapy
37326,Chinle Service Unit Indian Health Service Residency in Primary Care/Ocular Disease
37327,Eye Care Center of New Jersey Residency in Ocular Disease/Primary Care
37328,Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease
37329,Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease
37330,East Jefferson General Hospital
37331,Children's Healthcare of Atlanta
37332,Open Hearts International College
37333,Converse International School of Languages - San Diego
37334,International Academy of English
37335,Berea Children's Home and Family Services
37336,Phoenix Children's Hospital
37337,Aveda Institute Denver
37338,Innovations Design Academy
37339,Innovations Design Academy
37340,Marinello School of Beauty - Reno
37341,Marinello School of Beauty - Reno
37342,Allstate Hairstyling & Barber College
37343,"The Artisan College of Cosmetology, LLC"
37344,World A Cuts Barber Institute
37345,ABC Beauty Academy
37346,Northern Virginia School of Therapeutic Massage
37347,Paul Mitchell The School - Temecula
37348,Gurnick Academy of Medical Arts - San Mateo
37349,Gurnick Academy of Medical Arts - San Mateo
37350,Gurnick Academy of Medical Arts - San Mateo
37351,Gurnick Academy of Medical Arts - San Mateo
37352,Gurnick Academy of Medical Arts - San Mateo
37353,Gurnick Academy of Medical Arts - San Mateo
37354,Gurnick Academy of Medical Arts - San Mateo
37355,Covenant School of Surgical Technology
37356,Covenant School of Surgical Technology
37357,National College of Technical Instruction
37358,College of Massage Therapy
37359,American Museum of Natural History - Richard Gilder Graduate School
37360,Meridian Institute of Surgical Assisting
37361,Meridian Institute of Surgical Assisting
37362,Montessori of Alameda Teacher Education Program
37363,Washington Montessori Teacher Education Program
37364,Cincinnati Montessori Secondary Teacher Education Program
37365,Main Street Montessori Association Teacher Education Program
37366,Montessori Teacher Training of Philadelphia
37367,Virginia Montessori Teacher Education Center
37368,Scholars Cosmetology University
37369,The Salon Professional Academy - St. Charles
37370,Salon & Spa Institute
37371,Cosmetology Beauty & Tech School
37372,Healthcare Institute of Jackson
37373,"Coachella Valley Beauty College, Inc."
37374,"Judge Advocate General's School, U. S. Army"
37375,City of Hope National Medical Center
37376,Blessing Hospital
37377,OSF Saint Francis Medical Center
37378,OSF Saint Francis Medical Center
37379,Fairview Southdale Hospital
37380,Firelands Regional Medical Center
37381,Sharon Regional Health System
37382,Bon Secours St. Mary's Hospital
37383,Bon Secours St. Mary's Hospital
37384,St. Elizabeth Medical Center
37385,St. Elizabeth Medical Center
37386,New York Methodist Hospital
37387,Onondaga School of Therapeutic Massage
37388,Onondaga School of Therapeutic Massage
37389,Scotland Educational Institute
37390,Automotive Dealership Institute
37391,Mauna Loa Helicopters
37392,Make-Up Designory - New York
37393,Aviation Institute of Maintenance - Orlando
37394,Aerobics and Fitness Association of America (AFAA) Distance Education Center
37395,Acacia University
37396,California Southern University
37397,California Southern University
37398,Childcare Education Institute
37399,Norco College
37400,Tramy Beauty School
37401,Paul Mitchell the School - Colorado Springs
37402,Paul Mitchell the School - Delware
37403,Unity Cosmetology College
37404,Rochester School of Hair Design
37405,Paul Mitchell the School St. Louis
37406,Patsy & Rob's Academy of Beauty
37407,Patsy & Rob's Academy of Beauty
37408,"American Beauty Academy, LLC - Payson"
